In,time,EURUSD,GBPUSD,CAD
0,2020-08-26 02:27:30,1.1837,1.3149,1.3166
0,2020-08-26 02:27:35,1.1837,1.3149,1.3161
0,2020-08-26 02:27:40,1.1837,1.3149,1.3166
0,2020-08-26 02:27:45,1.1837,1.3149,1.3164
0,2020-08-26 02:27:50,1.1837,1.3149,1.3166
0,2020-08-26 02:27:55,1.1837,1.3149,1.3165
0,2020-08-26 02:28:00,1.1837,1.3149,1.3163
0,2020-08-26 02:28:04,1.1837,1.3149,1.3165
0,2020-08-26 02:28:08,1.1837,1.3149,1.3163
0,2020-08-26 02:28:12,1.1837,1.3149,1.3165
0,2020-08-26 02:28:16,1.1837,1.3149,1.3165
0,2020-08-26 02:28:19,1.1837,1.3149,1.3165
0,2020-08-26 02:28:23,1.1837,1.3149,1.3164
0,2020-08-26 02:28:27,1.1839,1.3149,1.3164
0,2020-08-26 02:28:30,1.1839,1.3149,1.3164
0,2020-08-26 02:28:34,1.1839,1.3149,1.3164
0,2020-08-26 02:28:38,1.1839,1.3149,1.3163
0,2020-08-26 02:28:43,1.1839,1.3149,1.3163
0,2020-08-26 02:28:48,1.1839,1.3149,1.3162
0,2020-08-26 02:28:53,1.1839,1.3149,1.3165
0,2020-08-26 02:28:56,1.1839,1.3149,1.3164
0,2020-08-26 02:29:01,1.1839,1.3149,1.3166
0,2020-08-26 02:29:05,1.1839,1.3149,1.3165
0,2020-08-26 02:29:10,1.1839,1.3149,1.3166
0,2020-08-26 02:29:14,1.1839,1.3149,1.3166
0,2020-08-26 02:29:18,1.1839,1.3149,1.3165
0,2020-08-26 02:29:21,1.1839,1.3149,1.3166
0,2020-08-26 02:29:25,1.1839,1.3149,1.3165
0,2020-08-26 02:29:28,1.1839,1.3149,1.3166
0,2020-08-26 02:29:32,1.1839,1.3149,1.3165
0,2020-08-26 02:29:36,1.1839,1.3149,1.3161
0,2020-08-26 02:29:40,1.1839,1.3149,1.3165
0,2020-08-26 02:29:44,1.1839,1.3149,1.3163
0,2020-08-26 02:29:47,1.1839,1.3149,1.3166
0,2020-08-26 02:29:51,1.1839,1.3149,1.3161
0,2020-08-26 02:29:56,1.1839,1.3149,1.3162
0,2020-08-26 02:29:59,1.1839,1.3149,1.3166
0,2020-08-26 02:30:03,1.1839,1.3149,1.3166
0,2020-08-26 02:30:08,1.1839,1.3149,1.3166
0,2020-08-26 02:30:12,1.1839,1.3149,1.3166
0,2020-08-26 02:30:17,1.1839,1.3149,1.3166
0,2020-08-26 02:30:21,1.1839,1.3149,1.3166
0,2020-08-26 02:30:24,1.1839,1.3148,1.3166
0,2020-08-26 02:30:29,1.1837,1.3148,1.3165
0,2020-08-26 02:30:33,1.1837,1.3148,1.3164
0,2020-08-26 02:30:37,1.1837,1.3148,1.3166
0,2020-08-26 02:30:41,1.1837,1.3148,1.3166
0,2020-08-26 02:30:45,1.1837,1.3148,1.3166
0,2020-08-26 02:30:49,1.1837,1.3148,1.3166
0,2020-08-26 02:30:52,1.1837,1.3148,1.3166
0,2020-08-26 02:30:56,1.1837,1.3148,1.3166
0,2020-08-26 02:31:00,1.1837,1.3148,1.3164
0,2020-08-26 02:31:04,1.1837,1.3148,1.3164
0,2020-08-26 02:31:10,1.1837,1.3148,1.3167
0,2020-08-26 02:31:14,1.1837,1.3148,1.3167
0,2020-08-26 02:31:18,1.1837,1.3148,1.3165
0,2020-08-26 02:31:22,1.1837,1.3148,1.3168
0,2020-08-26 02:31:27,1.1836,1.3145,1.3163
0,2020-08-26 02:31:30,1.1836,1.3145,1.3167
0,2020-08-26 02:31:34,1.1836,1.3145,1.3168
0,2020-08-26 02:31:38,1.1836,1.3145,1.3167
0,2020-08-26 02:32:00,1.1836,1.3145,1.3167
0,2020-08-26 02:32:13,1.1836,1.3145,1.3166
0,2020-08-26 02:32:57,1.1837,1.3146,1.3165
0,2020-08-26 02:34:50,1.1837,1.3144,1.3167
0,2020-08-26 02:34:56,1.1837,1.3144,1.3167
0,2020-08-26 02:35:13,1.1837,1.3144,1.3166
